101|2195|2|4539||2|1|strne|EMPL||AND||||Apr 30 2007  8:35PM|
101|2195|3|4540||1|3|strne|EMPL||OR||||Sep 10 2013  1:47PM|
101|2195|4|5143||1|1|streq|N||AND||||Sep 10 2013  1:47PM|
101|2196|1|4432||3|1|strne|CASH||||||Sep 10 2013  1:47PM|
101|2196|2|4432||1|2|strne|XXXX||OR||||Apr 30 2007  8:35PM|
101|2196|3|4540||2|1|strne|EMPL||AND||||Apr 30 2007  8:35PM|
101|2196|4|4539||1|2|strne|EMPL||AND||||Apr 30 2007  8:35PM|
101|2196|5|4422||2|3|ne|0.00000000|1|AND||||Sep 10 2013  1:47PM|
101|2196|6|5143||1|1|streq|N||AND||||Sep 10 2013  1:47PM|
101|2199|1|1001||1|1|streq|AIRFR||||||Apr 20 2010  5:56PM|
101|2199|2|1013|4841|1|1|gt|||AND||||Apr 20 2010  5:56PM|
101|2200|1|1001||1|1|streq|CARRT||||||Apr 20 2010  5:56PM|
101|2200|2|1013|4841|1|1|gt|||AND||||Apr 20 2010  5:56PM|
101|2201|1|1001||1|1|streq|CARRT||||||Apr 20 2010  5:56PM|
101|2201|2|4886|4840|1|1|gt|||AND||||Apr 20 2010  5:56PM|
101|2202|1|1001||1|1|streq|LODNG||||||Apr 20 2010  5:56PM|
101|2202|2|1013|4840|1|1|gt|||AND||||Apr 20 2010  5:56PM|
101|2203|1|1001||1|1|streq|AIRFR||||||Apr 20 2010  5:56PM|
101|2203|2|4911||1|1|streq|Y||AND||||Apr 20 2010  5:56PM|
101|2203|3|1009||1|1|streq|CASH||AND||||Apr 20 2010  5:56PM|
101|2209|1|2034||1|1|notwithinm|7||||||Jun  1 2007  4:19AM|
101|2219|1|4540||3|1|streq|IBCP||||||Sep 10 2013  1:47PM|
101|2219|2|4539||1|3|streq|IBCP||OR||||Sep 10 2013  1:47PM|
101|2219|3|5143||1|1|streq|N||AND||||Sep 10 2013  1:47PM|
101|2220|1|5143||1|1|streq|N||||||Feb  4 2016 12:36PM|
101|2221|1|5143||1|1|streq|N||||||Feb  4 2016 12:36PM|
101|2222|1|4540||3|1|streq|EMPL||||||Sep 10 2013  1:47PM|
101|2222|2|4539||1|2|streq|COMP||AND||||Jun 20 2007  4:55PM|
101|2222|3|4540||2|1|streq|COMP||OR||||Jun 20 2007  4:55PM|
101|2222|4|4539||1|3|streq|EMPL||AND||||Sep 10 2013  1:47PM|
101|2222|5|5143||1|1|streq|N||AND||||Sep 10 2013  1:47PM|
101|2223|1|4540||3|1|streq|EMPL||||||Sep 10 2013  1:47PM|
101|2223|2|4539||1|2|streq|COMP||AND||||Jun 20 2007  4:54PM|
101|2223|3|4540||2|1|streq|COMP||OR||||Jun 20 2007  4:54PM|
101|2223|4|4539||1|3|streq|EMPL||AND||||Sep 10 2013  1:47PM|
101|2223|5|5143||1|1|streq|N||AND||||Sep 10 2013  1:47PM|
